73,20,40,41,81,27,76,68
45,76,23,33,62,18,19,93
44,41,41,22,68,58,85,12
51,92,63,44,38,7,69,45
5,41,62,17,83,62,5,47
60,43,78,20,87,98,44,79
52,74,42,28,59,46,28,86
37,72,44,50,95,33,61,35
93,76,43,54,81,60,38,39
92,38,12,18,73,77,89,92
80,13,60,67,90,5,31,35
63,61,23,33,8,58,4,90
71,16,75,53,68,19,23,6
11,37,91,96,14,75,8,45
4,41,92,47,38,66,38,60
24,27,92,18,19,73,62,11
22,74,97,96,68,8,32,83
10,0,63,36,57,28,65,16
21,0,81,28,69,34,18,40
8,56,40,82,55,75,94,63
9,71,45,70,6,52,0,47
56,88,66,59,7,62,16,28
75,90,10,76,23,40,0,2
36,9,58,35,0,25,17,78
45,39,52,13,32,51,67,49
30,92,18,60,95,11,29,98
55,60,89,92,59,75,41,89
53,6,86,77,25,38,23,34
8,54,15,69,92,24,88,72
52,12,61,4,7,14,38,10
71,0,93,44,89,89,84,3
88,44,92,98,14,7,74,49
12,99,92,7,21,32,41,11
31,63,30,9,59,36,49,60
4,13,73,74,74,16,52,50
54,73,69,96,70,51,90,50
13,91,27,30,30,42,29,56
85,64,3,30,63,93,99,1
93,7,62,35,84,92,33,90
63,26,1,36,46,26,45,25
92,32,3,68,41,46,36,98
19,22,85,33,30,8,14,25
40,43,2,66,50,78,68,56
48,0,72,64,87,42,78,73
53,25,72,66,80,63,60,39
50,3,21,34,49,17,89,47
20,46,19,47,72,56,18,4
28,57,9,78,11,60,12,88
65,38,52,13,6,62,59,41
70,4,86,30,92,43,49,14
38,50,87,17,88,59,48,52
77,55,50,20,22,41,78,56
92,5,26,89,70,93,56,34
87,71,35,80,73,4,21,38
50,50,54,65,27,2,87,99
11,91,53,18,78,71,52,28
74,30,47,80,38,63,23,2
60,18,70,25,45,44,72,15
59,26,31,65,39,86,39,39
29,59,79,88,84,36,95,69
84,77,67,32,69,95,6,55
94,82,49,14,5,45,9,43
59,63,36,11,38,98,57,81
73,26,7,38,45,11,23,43
72,48,91,92,70,3,18,5
68,28,11,68,40,44,63,48
51,88,6,67,41,84,40,45
77,36,44,80,1,12,18,2
67,3,35,10,91,46,17,10
49,21,99,62,61,86,44,58
75,1,66,27,66,66,76,99
49,93,52,41,7,26,59,56
64,42,79,63,27,58,84,1
74,71,9,98,52,16,99,2
14,80,39,69,45,13,5,54
0,66,53,46,10,25,15,41
65,33,16,30,94,69,23,65
62,18,65,69,24,25,40,65
37,79,39,1,90,36,37,82
74,48,11,16,94,30,85,95
15,0,3,86,61,54,38,32
99,8,33,12,99,91,24,23
9,79,92,66,46,37,78,93
14,83,86,52,24,74,96,26
99,0,95,95,8,98,52,93
4,85,53,73,50,62,54,38
60,54,83,22,48,92,58,62
24,23,2,50,43,47,68,34
16,32,11,21,70,74,78,74
41,8,42,55,63,80,7,97
69,8,38,2,17,61,59,41
55,83,92,92,81,3,59,39
89,79,67,41,9,2,95,44
81,0,69,11,67,25,99,26
21,61,69,16,49,20,49,95
2,21,41,0,48,62,53,4
80,26,10,43,37,84,67,35
73,40,67,28,85,7,35,96
81,42,25,4,82,79,8,26
1,18,25,77,15,76,14,80
7,45,64,26,27,10,98,95
16,36,96,25,71,45,3,76
77,32,66,85,8,59,9,23
50,32,20,55,73,93,61,75
63,64,26,24,23,41,15,70
39,55,52,74,95,30,68,64
67,11,51,45,70,19,46,18
35,4,35,85,64,63,87,5
91,49,79,23,5,29,12,29
66,26,95,7,50,15,71,99
17,24,28,48,70,90,85,92
49,94,29,83,93,35,90,0
44,50,90,61,96,16,0,1
7,19,91,50,25,30,75,98
81,87,32,78,92,19,91,29
2,4,90,38,14,70,83,65
51,28,22,66,11,46,0,54
64,62,2,70,75,42,91,92
12,81,65,26,66,58,47,47
75,77,92,9,52,0,58,59
41,45,94,2,59,35,12,65
22,54,61,79,16,85,3,54
82,53,29,8,50,15,14,44
32,82,73,48,0,76,37,75
68,65,37,20,35,33,24,63
